t_s,x_m,p_analytic_Pa,p_numeric_Pa
3888.0,535.0,30000000.0,29999999.999999985
3888.0,537.5,30000000.0,29999999.999999985
3888.0,540.0,30000000.0,29999999.999999985
3888.0,542.5,30000000.0,29999999.999999985
3888.0,545.0,30000000.0,29999999.999999985
3888.0,547.5,30000000.0,29999999.999999985
3888.0,550.0,30000000.0,29999999.999999985
3888.0,552.5,30000000.0,29999999.999999985
3888.0,555.0,30000000.0,29999999.999999985
3888.0,557.5,30000000.0,29999999.999999985
3888.0,560.0,30000000.0,29999999.999999985
3888.0,562.5,30000000.0,29999999.999999985
3888.0,565.0,30000000.0,29999999.999999985
3888.0,567.5,30000000.0,29999999.999999985
3888.0,570.0,30000000.0,29999999.999999985
3888.0,572.5,30000000.0,29999999.999999985
3888.0,575.0,30000000.0,29999999.999999985
3888.0,577.5,30000000.0,29999999.999999985
3888.0,580.0,30000000.0,29999999.999999985
3888.0,582.5,30000000.0,29999999.999999985
3888.0,585.0,30000000.0,29999999.999999985
3888.0,587.5,30000000.0,29999999.999999985
3888.0,590.0,30000000.0,29999999.999999985
3888.0,592.5,30000000.0,29999999.999999985
3888.0,595.0,30000000.0,29999999.999999985
3888.0,597.5,30000000.0,29999999.999999985
3888.0,600.0,30000000.0,29999999.999999985
3888.0,602.5,30000000.0,29999999.999999985
3888.0,605.0,30000000.0,29999999.999999985
3888.0,607.5,30000000.0,29999999.999999985
3888.0,610.0,30000000.0,29999999.999999985
3888.0,612.5,30000000.0,29999999.999999985
3888.0,615.0,30000000.0,29999999.999999985
3888.0,617.5,30000000.0,29999999.999999985
3888.0,620.0,30000000.0,29999999.999999985
3888.0,622.5,30000000.0,29999999.999999985
3888.0,625.0,30000000.0,29999999.999999985
3888.0,627.5,30000000.0,29999999.999999985
3888.0,630.0,30000000.0,29999999.999999985
3888.0,632.5,30000000.0,29999999.999999985
3888.0,635.0,30000000.0,29999999.999999985
3888.0,637.5,30000000.0,29999999.999999985
3888.0,640.0,30000000.0,29999999.999999985
3888.0,642.5,30000000.0,29999999.999999985
3888.0,645.0,30000000.0,29999999.999999985
3888.0,647.5,30000000.0,29999999.999999985
3888.0,650.0,30000000.0,29999999.999999985
3888.0,652.5,30000000.0,29999999.999999985
3888.0,655.0,30000000.0,29999999.999999985
3888.0,657.5,30000000.0,29999999.999999985
3888.0,660.0,30000000.0,29999999.999999985
3888.0,662.5,30000000.0,29999999.999999985
3888.0,665.0,30000000.0,29999999.999999985
3888.0,667.5,30000000.0,29999999.999999985
3888.0,670.0,30000000.0,29999999.999999985
3888.0,672.5,30000000.0,29999999.999999985
3888.0,675.0,30000000.0,29999999.999999985
3888.0,677.5,30000000.0,29999999.999999985
3888.0,680.0,30000000.0,29999999.999999985
3888.0,682.5,30000000.0,29999999.999999985
3888.0,685.0,30000000.0,29999999.999999985
3888.0,687.5,30000000.0,29999999.999999985
3888.0,690.0,30000000.0,29999999.999999985
3888.0,692.5,30000000.0,29999999.999999985
3888.0,695.0,30000000.0,29999999.999999985
3888.0,697.5,30000000.0,29999999.999999985
3888.0,700.0,30000000.0,29999999.999999985
3888.0,702.5,30000000.0,29999999.999999985
3888.0,705.0,30000000.0,29999999.999999985
3888.0,707.5,30000000.0,29999999.999999985
3888.0,710.0,30000000.0,29999999.999999985
3888.0,712.5,30000000.0,29999999.999999985
3888.0,715.0,30000000.0,29999999.999999985
3888.0,717.5,30000000.0,29999999.999999985
3888.0,720.0,30000000.0,29999999.999999985
3888.0,722.5,30000000.0,29999999.999999985
3888.0,725.0,30000000.0,29999999.999999985
3888.0,727.5,30000000.0,29999999.999999985
3888.0,730.0,30000000.0,29999999.999999985
3888.0,732.5,30000000.0,29999999.999999985
3888.0,735.0,30000000.0,29999999.999999985
3888.0,737.5,30000000.0,29999999.999999985
3888.0,740.0,30000000.0,29999999.999999985
3888.0,742.5,30000000.0,29999999.999999985
3888.0,745.0,30000000.0,29999999.999999985
3888.0,747.5,30000000.0,29999999.999999985
3888.0,750.0,30000000.0,29999999.999999985
3888.0,752.5,30000000.0,29999999.999999985
3888.0,755.0,30000000.0,29999999.999999985
3888.0,757.5,30000000.0,29999999.999999985
3888.0,760.0,30000000.0,29999999.999999985
3888.0,762.5,30000000.0,29999999.999999985
3888.0,765.0,30000000.0,29999999.999999985
3888.0,767.5,30000000.0,29999999.999999985
3888.0,770.0,30000000.0,29999999.999999985
3888.0,772.5,30000000.0,29999999.999999985
3888.0,775.0,30000000.0,29999999.999999985
3888.0,777.5,30000000.0,29999999.999999985
3888.0,780.0,30000000.0,29999999.999999985
3888.0,782.5,30000000.0,29999999.999999985
3888.0,785.0,30000000.0,29999999.999999985
3888.0,787.5,30000000.0,29999999.999999985
3888.0,790.0,30000000.0,29999999.999999985
3888.0,792.5,30000000.0,29999999.999999985
3888.0,795.0,30000000.0,29999999.999999985
3888.0,797.5,30000000.0,29999999.999999985
3888.0,800.0,30000000.0,29999999.999999985
3888.0,802.5,30000000.0,29999999.999999985
3888.0,805.0,30000000.0,29999999.999999985
3888.0,807.5,30000000.0,29999999.999999985
3888.0,810.0,30000000.0,29999999.999999985
3888.0,812.5,30000000.0,29999999.999999985
3888.0,815.0,30000000.0,29999999.999999985
3888.0,817.5,30000000.0,29999999.999999985
3888.0,820.0,30000000.0,29999999.999999985
3888.0,822.5,30000000.0,29999999.999999985
3888.0,825.0,30000000.0,29999999.999999985
3888.0,827.5,30000000.0,29999999.999999985
3888.0,830.0,30000000.0,29999999.999999985
3888.0,832.5,30000000.0,29999999.999999985
3888.0,835.0,30000000.0,29999999.999999985
3888.0,837.5,30000000.0,29999999.999999985
3888.0,840.0,30000000.0,29999999.999999985
3888.0,842.5,30000000.0,29999999.999999985
3888.0,845.0,30000000.0,29999999.999999985
3888.0,847.5,30000000.0,29999999.999999985
3888.0,850.0,30000000.0,29999999.999999985
3888.0,852.5,30000000.0,29999999.999999985
3888.0,855.0,30000000.0,29999999.999999985
3888.0,857.5,30000000.0,29999999.999999985
3888.0,860.0,30000000.0,29999999.999999985
3888.0,862.5,30000000.0,29999999.999999985
3888.0,865.0,30000000.0,29999999.999999985
3888.0,867.5,30000000.0,29999999.999999985
3888.0,870.0,30000000.0,29999999.999999985
3888.0,872.5,30000000.0,29999999.999999985
3888.0,875.0,30000000.0,29999999.999999985
3888.0,877.5,30000000.0,29999999.999999985
3888.0,880.0,30000000.0,29999999.999999985
3888.0,882.5,30000000.0,29999999.999999985
3888.0,885.0,30000000.0,29999999.999999985
3888.0,887.5,30000000.0,29999999.999999985
3888.0,890.0,30000000.0,29999999.999999985
3888.0,892.5,30000000.0,29999999.999999985
3888.0,895.0,30000000.0,29999999.999999985
3888.0,897.5,30000000.0,29999999.999999985
3888.0,900.0,30000000.0,29999999.999999985
3888.0,902.5,30000000.0,29999999.999999985
3888.0,905.0,30000000.0,29999999.999999985
3888.0,907.5,30000000.0,29999999.999999985
3888.0,910.0,30000000.0,29999999.999999985
3888.0,912.5,30000000.0,29999999.999999985
3888.0,915.0,30000000.0,29999999.999999985
3888.0,917.5,30000000.0,29999999.999999985
3888.0,920.0,30000000.0,29999999.999999985
3888.0,922.5,30000000.0,29999999.999999985
3888.0,925.0,30000000.0,29999999.999999985
3888.0,927.5,30000000.0,29999999.999999985
3888.0,930.0,30000000.0,29999999.999999985
3888.0,932.5,30000000.0,29999999.999999985
3888.0,935.0,30000000.0,29999999.999999985
3888.0,937.5,30000000.0,29999999.999999985
3888.0,940.0,30000000.0,29999999.999999985
3888.0,942.5,30000000.0,29999999.999999985
3888.0,945.0,30000000.0,29999999.999999985
3888.0,947.5,30000000.0,29999999.999999985
3888.0,950.0,30000000.0,29999999.999999985
3888.0,952.5,30000000.0,29999999.999999985
3888.0,955.0,30000000.0,29999999.999999985
3888.0,957.5,30000000.0,29999999.999999985
3888.0,960.0,30000000.0,29999999.999999985
3888.0,962.5,30000000.0,29999999.999999985
3888.0,965.0,30000000.0,29999999.999999985
3888.0,967.5,30000000.0,29999999.999999985
3888.0,970.0,30000000.0,29999999.999999985
3888.0,972.5,30000000.0,29999999.999999985
3888.0,975.0,30000000.0,29999999.999999985
3888.0,977.5,30000000.0,29999999.999999985
3888.0,980.0,30000000.0,29999999.999999985
3888.0,982.5,30000000.0,29999999.999999985
3888.0,985.0,30000000.0,29999999.999999985
3888.0,987.5,30000000.0,29999999.999999985
3888.0,990.0,30000000.0,29999999.999999985
3888.0,992.5,30000000.0,29999999.99999999
3888.0,995.0,30000000.0,29999999.999999993
3888.0,997.5,30000000.0,29999999.999999996
3888.0,1000.0,30000000.0,30000000.0
21384.0,0.0,25000000.0,25000000.0
21384.0,2.5,25215572.861931812,25217263.373565055
21384.0,5.0,25430516.73200872,25433794.646415558
21384.0,7.5,25644208.118780017,25649168.560394987
21384.0,10.0,25856034.451514795,25862532.282746643
21384.0,12.5,26065399.341971412,26073429.200584736
21384.0,15.0,26271727.612382524,26281205.538543165
21384.0,17.5,26474470.019141138,26485313.02408261
21384.0,20.0,26673107.607778594,26685225.195256524
21384.0,22.5,26867155.64215526,26880445.93527633
21384.0,25.0,27056167.059151996,27070520.162626404
21384.0,27.5,27239735.40934387,27255035.356634066
21384.0,30.0,27417497.25392873,27433623.25571653
21384.0,32.5,27589133.99833302,27605961.9351411
21384.0,35.0,27754373.15318302,27771777.181899056
21384.0,37.5,27912989.023472738,27930843.127433505
21384.0,40.0,28064802.836551573,28082982.29701449
21384.0,42.5,28209682.32878332,28228065.11848879
21384.0,45.0,28347540.81920369,28366008.900558352
21384.0,47.5,28478335.80606274,28496776.312190033
21384.0,50.0,28602067.128648564,28620373.41097031
21384.0,52.5,28718774.742149178,28736847.273431573
21384.0,55.0,28828536.157454364,28846283.28278651
21384.0,57.5,28931463.60069669,28948802.13196572
21384.0,60.0,29027700.94898251,29044556.601655252
21384.0,62.5,29117420.49920277,29133728.173473664
21384.0,65.0,29200819.626101837,29216523.537485644
21384.0,67.5,29278117.38400835,29293171.05113984
21384.0,70.0,29349551.1039034,29363917.203623876
21384.0,72.5,29415373.03394493,29429023.135689475
21384.0,75.0,29475847.06732031,29488761.26034971
21384.0,77.5,29531245.596507967,29543412.024643086
21384.0,80.0,29581846.52784155,29593260.847055748
21384.0,82.5,29627930.48483395,29638595.259354487
21384.0,85.0,29669778.223174732,29679702.275662284
21384.0,87.5,29707668.274796005,29716866.00574453
21384.0,90.0,29741874.83302881,29750365.523796953
21384.0,92.5,29772665.885751702,29780472.998645708
21384.0,95.0,29800301.59865518,29807452.08628068
21384.0,97.5,29825032.946384028,29831556.581119698
21384.0,100.0,29847100.585430477,29853029.31840007
21384.0,102.5,29866733.95927306,29872101.316652276
21384.0,105.0,29884150.62341166,29888991.146347392
21384.0,107.5,29899555.775644988,29903904.508528322
21384.0,110.0,29913141.97516535,29917034.00552246
21384.0,112.5,29925089.032787398,29928559.08466486
21384.0,115.0,29935564.05385207,29938646.135300472
21384.0,117.5,29944721.615015827,29947448.719136454
21384.0,120.0,29952704.056203227,29955107.914230667
21384.0,122.5,29959641.86941832,29961752.75347415
21384.0,125.0,29965654.166825365,29967500.73929728
21384.0,127.5,29970849.211468752,29972458.417443056
21384.0,130.0,29975324.9951539,29976721.993951075
21384.0,132.5,29979169.849304847,29980377.98092802
21384.0,135.0,29982463.07600355,29983503.85819602
21384.0,137.5,29985275.587857075,29986168.739463687
21384.0,140.0,29987670.546794303,29988434.033216327
21384.0,142.5,29989703.99332906,29990354.09003848
21384.0,145.0,29991425.45921467,29991976.829534218
21384.0,147.5,29992878.55773185,29993344.34137758
21384.0,150.0,29994101.5470807,29994493.456288546
21384.0,152.5,29995127.863474388,29995456.28387858
21384.0,155.0,29995986.621549055,29996260.715335917
21384.0,157.5,29996703.080606487,29996930.889821835
21384.0,160.0,29997299.07599205,29997487.624225497
21384.0,162.5,29997793.415582366,29997948.80657986
21384.0,165.0,29998202.241919167,29998329.753981184
21384.0,167.5,29998539.360984202,29998643.536286436
21384.0,170.0,29998816.538972355,29998901.267196886
21384.0,172.5,29999043.76869515,29999112.36458047
21384.0,175.0,29999229.507443752,29999284.782052536
21384.0,177.5,29999380.888268765,29999425.213932723
21384.0,180.0,29999503.906703375,29999539.275736533
21384.0,182.5,29999603.58497548,29999631.66235283
21384.0,185.0,29999684.11573249,29999706.286012128
21384.0,187.5,29999748.987247147,29999766.39607349
21384.0,190.0,29999801.09199165,29999814.6825578
21384.0,192.5,29999842.82036728,29999853.365238473
21384.0,195.0,29999876.1412627,29999884.269973107
21384.0,197.5,29999902.670992315,29999908.893826254
21384.0,200.0,29999923.732039437,29999928.460398078
21384.0,202.5,29999940.40290203,29999943.966639515
21384.0,205.0,29999953.560213614,29999956.22230468
21384.0,207.5,29999963.914191265,29999965.883066773
21384.0,210.0,29999972.038347427,29999973.47820684
21384.0,212.5,29999978.394294582,29999979.43367576
21384.0,215.0,29999983.3523716,29999984.091230005
21384.0,217.5,29999987.20872863,29999987.724250093
21384.0,220.0,29999990.199423995,29999990.55076874
21384.0,222.5,29999992.512011077,29999992.74416186
21384.0,225.0,29999994.295026045,29999994.441890053
21384.0,227.5,29999995.66572745,29999995.752620943
21384.0,230.0,29999996.716386255,29999996.76201172
21384.0,232.5,29999997.51937882,29999997.53738778
21384.0,235.0,29999998.13129554,29999998.131515294
21384.0,237.5,29999998.596243225,29999998.585632764
21384.0,240.0,29999998.94848985,29999998.931879077
21384.0,242.5,29999999.21457495,29999999.195231788
21384.0,245.0,29999999.41498766,29999999.39504923
21384.0,247.5,29999999.565496128,29999999.546293676
21384.0,250.0,29999999.67819708,29999999.660498224
21384.0,252.5,29999999.762341477,29999999.746528804
21384.0,255.0,29999999.82498177,29999999.811182816
21384.0,257.5,29999999.871477537,29999999.85965795
21384.0,260.0,29999999.90588906,29999999.895918228
21384.0,262.5,29999999.93128273,29999999.922978982
21384.0,265.0,29999999.94996708,29999999.943127953
21384.0,267.5,29999999.96367468,29999999.958096456
21384.0,270.0,29999999.97370179,29999999.96919137
21384.0,272.5,29999999.981015224,29999999.97739674
21384.0,275.0,29999999.98633383,29999999.983451664
21384.0,277.5,29999999.99019043,29999999.987909906
21384.0,280.0,29999999.99297876,29999999.99118536
21384.0,282.5,29999999.994988836,29999999.993586622
21384.0,285.0,29999999.996433653,29999999.995343246
21384.0,287.5,29999999.99746914,29999999.996625554
21384.0,290.0,29999999.998209096,29999999.99755965
21384.0,292.5,29999999.998736326,29999999.998238683
21384.0,295.0,29999999.99911089,29999999.998731263
21384.0,297.5,29999999.999376215,29999999.999087863
21384.0,300.0,29999999.999563612,29999999.9993455
21384.0,302.5,29999999.999695584,29999999.99953126
21384.0,305.0,29999999.999788254,29999999.999664932
21384.0,307.5,29999999.999853134,29999999.999760933
21384.0,310.0,29999999.999898426,29999999.99982974
21384.0,312.5,29999999.99992995,29999999.999878965
21384.0,315.0,29999999.99995183,29999999.999914117
21384.0,317.5,29999999.99996697,29999999.999939166
21384.0,320.0,29999999.999977417,29999999.99995698
21384.0,322.5,29999999.999984603,29999999.99996963
21384.0,325.0,29999999.999989532,29999999.999978594
21384.0,327.5,29999999.999992903,29999999.99998494
21384.0,330.0,29999999.999995206,29999999.999989413
21384.0,332.5,29999999.999996766,29999999.99999257
21384.0,335.0,29999999.99999783,29999999.999994796
21384.0,337.5,29999999.999998543,29999999.999996357
21384.0,340.0,29999999.999999028,29999999.99999746
21384.0,342.5,29999999.99999935,29999999.999998227
21384.0,345.0,29999999.999999568,29999999.999998763
21384.0,347.5,29999999.999999713,29999999.999999136
21384.0,350.0,29999999.99999981,29999999.999999397
21384.0,352.5,29999999.999999877,29999999.999999575
21384.0,355.0,29999999.999999918,29999999.999999702
21384.0,357.5,29999999.999999948,29999999.99999979
21384.0,360.0,29999999.999999966,29999999.99999985
21384.0,362.5,29999999.999999978,29999999.999999896
21384.0,365.0,29999999.999999985,29999999.999999925
21384.0,367.5,29999999.99999999,29999999.999999948
21384.0,370.0,29999999.999999993,29999999.99999996
21384.0,372.5,29999999.999999996,29999999.99999997
21384.0,375.0,29999999.999999996,29999999.99999997
21384.0,377.5,30000000.0,29999999.999999974
21384.0,380.0,30000000.0,29999999.999999974
21384.0,382.5,30000000.0,29999999.999999978
21384.0,385.0,30000000.0,29999999.99999998
21384.0,387.5,30000000.0,29999999.999999985
21384.0,390.0,30000000.0,29999999.999999985
21384.0,392.5,30000000.0,29999999.999999985
21384.0,395.0,30000000.0,29999999.999999985
21384.0,397.5,30000000.0,29999999.999999985
21384.0,400.0,30000000.0,29999999.999999985
21384.0,402.5,30000000.0,29999999.999999985
21384.0,405.0,30000000.0,29999999.999999985
21384.0,407.5,30000000.0,29999999.999999985
21384.0,410.0,30000000.0,29999999.999999985
21384.0,412.5,30000000.0,29999999.999999985
21384.0,415.0,30000000.0,29999999.999999985
21384.0,417.5,30000000.0,29999999.999999985
21384.0,420.0,30000000.0,29999999.999999985
21384.0,422.5,30000000.0,29999999.999999985
21384.0,425.0,30000000.0,29999999.999999985
21384.0,427.5,30000000.0,29999999.999999985
21384.0,430.0,30000000.0,29999999.999999985
21384.0,432.5,30000000.0,29999999.999999985
21384.0,435.0,30000000.0,29999999.999999985
21384.0,437.5,30000000.0,29999999.999999985
21384.0,440.0,30000000.0,29999999.999999985
21384.0,442.5,30000000.0,29999999.999999985
21384.0,445.0,30000000.0,29999999.999999985
21384.0,447.5,30000000.0,29999999.999999985
21384.0,450.0,30000000.0,29999999.999999985
21384.0,452.5,30000000.0,29999999.999999985
21384.0,455.0,30000000.0,29999999.999999985
21384.0,457.5,30000000.0,29999999.999999985
21384.0,460.0,30000000.0,29999999.999999985
21384.0,462.5,30000000.0,29999999.999999985
21384.0,465.0,30000000.0,29999999.999999985
21384.0,467.5,30000000.0,29999999.999999985
21384.0,470.0,30000000.0,29999999.999999985
21384.0,472.5,30000000.0,29999999.999999985
21384.0,475.0,30000000.0,29999999.999999985
21384.0,477.5,30000000.0,29999999.999999985
21384.0,480.0,30000000.0,29999999.999999985
21384.0,482.5,30000000.0,29999999.999999985
21384.0,485.0,30000000.0,29999999.999999985
21384.0,487.5,30000000.0,29999999.999999985
21384.0,490.0,30000000.0,29999999.999999985
21384.0,492.5,30000000.0,29999999.999999985
21384.0,495.0,30000000.0,29999999.999999985
21384.0,497.5,30000000.0,29999999.999999985
21384.0,500.0,30000000.0,29999999.999999985
21384.0,502.5,30000000.0,29999999.999999985
21384.0,505.0,30000000.0,29999999.999999985
21384.0,507.5,30000000.0,29999999.999999985
21384.0,510.0,30000000.0,29999999.999999985
21384.0,512.5,30000000.0,29999999.999999985
21384.0,515.0,30000000.0,29999999.999999985
21384.0,517.5,30000000.0,29999999.999999985
21384.0,520.0,30000000.0,29999999.999999985
21384.0,522.5,30000000.0,29999999.999999985
21384.0,525.0,30000000.0,29999999.999999985
21384.0,527.5,30000000.0,29999999.999999985
21384.0,530.0,30000000.0,29999999.999999985
21384.0,532.5,30000000.0,29999999.999999985
21384.0,535.0,30000000.0,29999999.999999985
21384.0,537.5,30000000.0,29999999.999999985
21384.0,540.0,30000000.0,29999999.999999985
21384.0,542.5,30000000.0,29999999.999999985
21384.0,545.0,30000000.0,29999999.999999985
21384.0,547.5,30000000.0,29999999.999999985
21384.0,550.0,30000000.0,29999999.999999985
21384.0,552.5,30000000.0,29999999.999999985
21384.0,555.0,30000000.0,29999999.999999985
21384.0,557.5,30000000.0,29999999.999999985
21384.0,560.0,30000000.0,29999999.999999985
21384.0,562.5,30000000.0,29999999.999999985
21384.0,565.0,30000000.0,29999999.999999985
21384.0,567.5,30000000.0,29999999.999999985
21384.0,570.0,30000000.0,29999999.999999985
21384.0,572.5,30000000.0,29999999.999999985
21384.0,575.0,30000000.0,29999999.999999985
21384.0,577.5,30000000.0,29999999.999999985
21384.0,580.0,30000000.0,29999999.999999985
21384.0,582.5,30000000.0,29999999.999999985
21384.0,585.0,30000000.0,29999999.999999985
21384.0,587.5,30000000.0,29999999.999999985
21384.0,590.0,30000000.0,29999999.999999985
21384.0,592.5,30000000.0,29999999.999999985
21384.0,595.0,30000000.0,29999999.999999985
21384.0,597.5,30000000.0,29999999.999999985
21384.0,600.0,30000000.0,29999999.999999985
21384.0,602.5,30000000.0,29999999.999999985
21384.0,605.0,30000000.0,29999999.999999985
21384.0,607.5,30000000.0,29999999.999999985
21384.0,610.0,30000000.0,29999999.999999985
21384.0,612.5,30000000.0,29999999.999999985
21384.0,615.0,30000000.0,29999999.999999985
21384.0,617.5,30000000.0,29999999.999999985
21384.0,620.0,30000000.0,29999999.999999985
21384.0,622.5,30000000.0,29999999.999999985
21384.0,625.0,30000000.0,29999999.999999985
21384.0,627.5,30000000.0,29999999.999999985
21384.0,630.0,30000000.0,29999999.999999985
21384.0,632.5,30000000.0,29999999.999999985
21384.0,635.0,30000000.0,29999999.999999985
21384.0,637.5,30000000.0,29999999.999999985
21384.0,640.0,30000000.0,29999999.999999985
21384.0,642.5,30000000.0,29999999.999999985
21384.0,645.0,30000000.0,29999999.999999985
21384.0,647.5,30000000.0,29999999.999999985
21384.0,650.0,30000000.0,29999999.999999985
21384.0,652.5,30000000.0,29999999.999999985
21384.0,655.0,30000000.0,29999999.999999985
21384.0,657.5,30000000.0,29999999.999999985
21384.0,660.0,30000000.0,29999999.999999985
21384.0,662.5,30000000.0,29999999.999999985
21384.0,665.0,30000000.0,29999999.999999985
21384.0,667.5,30000000.0,29999999.999999985
21384.0,670.0,30000000.0,29999999.999999985
21384.0,672.5,30000000.0,29999999.999999985
21384.0,675.0,30000000.0,29999999.999999985
21384.0,677.5,30000000.0,29999999.999999985
21384.0,680.0,30000000.0,29999999.999999985
21384.0,682.5,30000000.0,29999999.999999985
21384.0,685.0,30000000.0,29999999.999999985
21384.0,687.5,30000000.0,29999999.999999985
21384.0,690.0,30000000.0,29999999.999999985
21384.0,692.5,30000000.0,29999999.999999985
21384.0,695.0,30000000.0,29999999.999999985
21384.0,697.5,30000000.0,29999999.999999985
21384.0,700.0,30000000.0,29999999.999999985
21384.0,702.5,30000000.0,29999999.999999985
21384.0,705.0,30000000.0,29999999.999999985
21384.0,707.5,30000000.0,29999999.999999985
21384.0,710.0,30000000.0,29999999.999999985
21384.0,712.5,30000000.0,29999999.999999985
21384.0,715.0,30000000.0,29999999.999999985
21384.0,717.5,30000000.0,29999999.999999985
21384.0,720.0,30000000.0,29999999.999999985
21384.0,722.5,30000000.0,29999999.999999985
21384.0,725.0,30000000.0,29999999.999999985
21384.0,727.5,30000000.0,29999999.999999985
21384.0,730.0,30000000.0,29999999.999999985
21384.0,732.5,30000000.0,29999999.999999985
21384.0,735.0,30000000.0,29999999.999999985
21384.0,737.5,30000000.0,29999999.999999985
21384.0,740.0,30000000.0,29999999.999999985
21384.0,742.5,30000000.0,29999999.999999985
21384.0,745.0,30000000.0,29999999.999999985
21384.0,747.5,30000000.0,29999999.999999985
21384.0,750.0,30000000.0,29999999.999999985
21384.0,752.5,30000000.0,29999999.999999985
21384.0,755.0,30000000.0,29999999.999999985
